,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022,INSTITUICAO_ENSINO_ALUNO_2020_Escola João Paulo II,INSTITUICAO_ENSINO_ALUNO_2020_Escola Pública,INSTITUICAO_ENSINO_ALUNO_2020_Rede Decisão/União,Cluster,Cluster_IEG,Cluster_2020,Cluster_2021,Cluster_2022
1092,1093,16.0,4.0,0.0,7.297778666666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.1,7.5,5.333333333333333,8.333333333333332,7.055553333333334,5.0,6.0,A,Rede Decisão,Veterano,Ametista,7.225,7.9,7.2,7.5,5.4,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,0.0,6.8,10.0,Nível 3 (7o e 8o ano),3.0,7.0,A,2016.0,Não,6.901589607843138,524.0,10.0,4.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.370098039215687,7.5,4.733333333333333,3.5,5.5,4.0,8.28125,Promovido de Fase,Promovido de Fase + Bolsa,Sim,0.0,8.055556666666668,5.0,Fase 8 (Universitários),,,,0,1,2,2,0
1094,1095,7.0,1.0,0.0,9.116669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.000020000000001,10.0,7.5,10.0,7.5,8.083335,10.0,1.0,C,Escola Pública,Veterano,Topázio,9.294,10.0,9.2,8.1,8.9,9.2,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.7,10.0,ALFA  (2o e 3o ano),1.0,1.0,C,2019.0,Sim,8.902781333333333,8.0,2.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.666666666666666,7.5,9.916666666666668,10.0,9.833333333333334,3.0,6.25,Promovido de Fase + Bolsa,Promovido de Fase,Não,0.0,8.055563333333334,10.0,Fase 1 (4º ano),,,,2,1,0,1,2
1102,1103,13.0,4.0,0.0,6.394585,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.91668,8.9,4.375,3.5,4.6875,8.583335,5.0,2.0,G,Escola Pública,Veterano,Quartzo,4.000,0.0,2.9,5.6,3.3,6.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,5.5,5.0,Nível 4 (9o ano),-2.0,3.0,I,2016.0,Não,6.011790235258207,727.0,103.0,3.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,7.442630898513252,5.0,3.277777777777777,2.333333333333333,4.833333333333333,4.0,6.09375,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.2916575,5.0,Fase 5 (1º EM),,,,0,1,2,0,0
1104,1105,11.0,4.0,0.0,7.648752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,9.4,7.5,7.5,7.1875,7.75,5.0,2.0,D,Escola Pública,Veterano,Ágata,6.621,9.5,6.3,6.3,5.5,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.3,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,A,2016.0,Não,6.787123434343435,560.0,87.0,9.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.505050505050505,4.375,5.083333333333334,4.5,5.666666666666667,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.88889,5.0,Fase 3 (7º e 8º ano),,,,2,1,0,2,0
1109,1110,10.0,1.0,0.0,7.852501999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,7.7,7.5,8.5,8.125,8.0,5.0,2.0,A,Escola Pública,Veterano,Ágata,6.871,9.0,5.4,7.5,5.1,6.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.3,10.0,Nível 2 (5o e 6o ano),0.0,2.0,D,2019.0,Não,6.605761359666916,625.0,108.0,8.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,6.966300131667912,7.5,4.583333333333333,3.333333333333333,5.833333333333333,3.0,6.458333333333332,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.499996666666666,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,2,0
1122,1123,15.0,1.0,1.0,8.266390000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,8.7,6.875,8.333333333333334,9.166666666666666,9.611113333333332,5.0,4.0,G,Rede Decisão,Ingressante,Ametista,7.634,7.5,8.6,6.3,7.5,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,0.0,8.5,5.0,Nível 6 (2o EM),-2.0,4.0,P,2019.0,Sim,7.815768210526317,198.0,18.0,2.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.201754385964913,6.875,7.866666666666666,9.0,7.5,4.0,7.8125,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,9.25,2.5,Fase 7 (3º EM),,,,2,1,0,1,2
1126,1127,12.0,2.0,1.0,7.356669999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,8.2,7.5,6.5,5.0,9.33334,5.0,3.0,A,Rede Decisão,Veterano,Ametista,7.547,9.2,7.8,6.3,5.5,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,0.0,7.8,10.0,Nível 3 (7o e 8o ano),0.0,3.0,A,2018.0,Sim,7.628620754385966,261.0,33.0,8.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,9.736842105263158,5.0,7.166666666666667,6.333333333333333,7.166666666666667,4.0,7.8125,Promovido de Fase + Bolsa,Promovido de Fase,Não,0.0,7.333335,5.0,Fase 4 (9º ano),,,,2,2,2,1,2
1127,1128,14.0,2.0,1.0,8.229169833333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,5.5,10.0,6.666666666666667,9.375,9.7083425,10.0,4.0,F,Rede Decisão,Veterano,Ametista,7.961,9.2,8.9,5.0,8.1,8.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,0.0,8.9,5.0,Nível 5 (1o EM),-1.0,5.0,B,2018.0,Sim,8.28217875925926,64.0,8.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.056712962962962,8.75,8.666666666666666,8.166666666666666,8.166666666666666,3.0,6.458333333333334,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,1.0,9.4166775,5.0,Fase 6 (2º EM),,,,2,0,1,1,2
1129,1130,11.0,1.0,0.0,8.788613333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,9.7,6.875,9.0,8.333333333333334,7.888890000000001,10.0,2.0,N,Rede Decisão,Veterano,Topázio,9.107,10.0,10.0,7.5,9.5,9.8,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,1.0,9.9,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,K,2019.0,Sim,8.815164203703704,10.0,1.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.907407407407408,6.25,9.111111111111112,9.666666666666666,8.333333333333334,4.0,8.28125,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,8.208337499999999,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
1135,1136,14.0,1.0,0.0,7.737918833333333,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,7.2,5.0,7.666666666666667,7.8125,7.6250025,10.0,4.0,E,Escola Pública,Veterano,Topázio,8.292,8.8,9.2,7.5,8.2,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,1.0,9.1,5.0,Nível 5 (1o EM),-1.0,5.0,B,2019.0,Não,7.367519229847495,372.0,23.0,9.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.08333,8.088984204793029,8.125,7.477777777777778,4.833333333333333,8.166666666666666,3.0,5.833333333333334,Mantido na Fase atual,Mantido na Fase atual,Sim,0.0,8.2500025,5.0,Fase 6 (2º EM),,,,2,2,0,1,2
1140,1141,13.0,1.0,0.0,6.9812520000000005,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.0,7.5,6.0,7.8125,7.5,5.0,2.0,P,Escola Pública,Veterano,Ametista,6.969,7.4,5.0,7.5,6.9,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.9,5.0,Nível 4 (9o ano),-2.0,3.0,D,2019.0,Não,5.604466564270153,774.0,115.0,8.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,4.647331154684096,7.5,6.166666666666667,5.0,7.5,4.0,5.0,Promovido de Fase,Mantido na Fase atual,Não,0.0,4.91667,5.0,Fase 5 (1º EM),,,,0,2,2,2,1
1149,1150,9.0,2.0,0.0,8.673890666666669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,8.8,7.5,9.5,7.916666666666668,7.61111,10.0,1.0,G,Escola Pública,Veterano,Ametista,7.318,8.0,8.8,7.5,5.8,8.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.6,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,G,2018.0,Não,7.181471298245615,436.0,111.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,8.771929824561404,5.0,6.416666666666666,4.833333333333333,8.0,2.0,5.9375,Promovido de Fase,Promovido de Fase,Não,0.0,8.25,5.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,2
1155,1156,13.0,1.0,0.0,8.281250333333332,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.0,7.5,8.666666666666666,7.8125,6.916665,10.0,4.0,A,Escola Pública,Ingressante,Ágata,6.730,8.8,5.3,5.6,6.5,7.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,0.0,6.2,10.0,Nível 4 (9o ano),0.0,4.0,B,2019.0,Não,5.562542284489457,778.0,71.0,13.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.168615866891729,7.5,5.555555555555556,6.666666666666667,6.833333333333333,4.0,7.34375,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,6.166665,5.0,Fase 5 (1º EM),,,,2,1,0,2,0
1158,1159,15.0,1.0,1.0,8.552224666666667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,9.9,6.875,9.333333333333334,8.125,8.944449999999998,5.0,5.0,L,Rede Decisão,Veterano,Ametista,8.014,8.8,8.3,7.5,8.6,8.3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,0.0,8.4,5.0,Nível 6 (2o EM),-1.0,6.0,A,2019.0,Sim,7.875768381520724,177.0,7.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.00661079649251,6.875,6.844444444444444,8.5,4.266666666666667,4.0,8.125,Promovido de Fase,Promovido de Fase + Bolsa,Não,1.0,8.944446666666666,5.0,Fase 7 (3º EM),,,,2,1,0,1,2
1160,1161,14.0,2.0,0.0,6.2183348333333335,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,7.8,4.375,4.666666666666667,5.625,6.1249975,5.0,3.0,L,Escola Pública,Veterano,Ágata,6.458,7.9,6.1,3.8,6.9,5.8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.1,5.0,Nível 5 (1o EM),-2.0,4.0,L,2018.0,Não,6.775990920062696,562.0,50.0,11.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,7.333072100313479,5.625,6.5,4.666666666666667,6.5,4.0,6.71875,Promovido de Fase,Mantido na Fase atual,Sim,0.0,7.2083375,5.0,Fase 6 (2º EM),,,,0,2,2,2,0
1164,1165,13.0,1.0,0.0,8.080002,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,9.9,7.5,9.0,7.5,7.5,5.0,3.0,F,Escola Pública,Veterano,Ametista,7.765,7.9,8.6,7.5,7.2,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,0.0,8.9,5.0,Nível 4 (9o ano),-1.0,4.0,B,2019.0,Não,6.926393898268398,516.0,42.0,7.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.66667,6.449675324675325,7.5,6.666666666666667,6.0,5.333333333333333,4.0,8.28125,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,7.7916675,5.0,Fase 5 (1º EM),,,,2,1,0,1,0
1166,1167,9.0,1.0,0.0,7.627502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,8.7,6.25,4.5,8.125,8.0,10.0,2.0,G,Escola Pública,Veterano,Ágata,6.294,10.0,6.3,7.5,1.8,6.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.2,10.0,Nível 2 (5o e 6o ano),0.0,2.0,I,2019.0,Não,7.184480244200245,435.0,66.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.887667887667888,7.5,3.5,2.0,5.0,3.0,6.458333333333334,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.555556666666667,10.0,Fase 2 (5º e 6º ano),,,,2,1,2,2,0
1167,1168,11.0,0.0,0.0,8.043751,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.9166799999999995,8.5,7.5,10.0,7.1875,7.916665,5.0,1.0,M,Escola Pública,Veterano,Ametista,8.104,9.5,9.6,7.5,6.9,8.1,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,1.0,9.0,5.0,Nível 3 (7o e 8o ano),-2.0,1.0,M,2020.0,Não,7.180380522045855,438.0,112.0,9.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.91668,8.27689594356261,7.5,6.666666666666666,6.833333333333333,6.5,3.0,5.833333333333334,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.333333333333333,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,1,0
1169,1170,9.0,1.0,0.0,8.178752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,8.3,7.5,9.0,7.1875,7.25,10.0,1.0,E,Escola Pública,Veterano,Quartzo,4.275,9.5,1.3,8.1,0.0,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.2,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,H,2019.0,Não,6.281145375891421,691.0,167.0,7.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,6.009891879457097,7.5,4.75,4.333333333333333,5.166666666666667,2.0,5.625,Mantido na Fase atual,Promovido de Fase,Não,0.0,6.833325,5.0,Fase 2 (5º e 6º ano),,,,2,2,0,0,0
1170,1171,12.0,1.0,1.0,8.925003,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583350000000001,9.5,6.25,8.333333333333334,8.749999999999998,9.500006666666668,10.0,3.0,F,Rede Decisão,Veterano,Topázio,9.025,8.8,8.9,6.3,9.2,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.9,10.0,Nível 3 (7o e 8o ano),0.0,4.0,F,2019.0,Sim,8.63847438888889,24.0,3.0,1.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,9.895833333333334,5.625,7.911111111111111,9.666666666666666,7.666666666666667,4.0,7.8125,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,9.5000075,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
1173,1174,15.0,1.0,1.0,7.3906255,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.08333,7.0,6.875,5.0,8.28125,8.8333375,10.0,6.0,C,Rede Decisão,Veterano,Ágata,6.775,8.3,7.2,3.8,6.0,6.7,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,0.0,6.3,10.0,Nível 6 (2o EM),0.0,6.0,A,2019.0,Sim,4.949617787439614,825.0,18.0,18.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.366847826086957,5.0,5.877777777777777,2.333333333333333,5.3,4.0,6.5625,Promovido de Fase,Mantido na Fase atual,Não,0.0,5.222213333333333,5.0,Fase 7 (3º EM),,,,0,2,2,2,1
1175,1176,15.0,3.0,0.0,8.233335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.0,8.75,6.333333333333333,9.166666666666666,8.500003333333334,10.0,5.0,B,Rede Decisão,Veterano,Ametista,8.003,9.2,6.9,8.1,8.5,8.4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,1.0,9.3,5.0,Nível 6 (2o EM),-1.0,6.0,A,2017.0,Sim,8.523222128427129,31.0,4.0,4.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.940746753246753,7.5,8.555555555555555,9.0,7.0,4.0,8.90625,Promovido de Fase,Promovido de Fase + Bolsa,Não,1.0,9.833343333333334,5.0,Fase 7 (3º EM),,,,2,2,0,1,2
1180,1181,10.0,1.0,0.0,7.745836000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,10.0,5.625,10.0,2.5,7.66667,5.0,1.0,F,Escola Pública,Veterano,Ametista,7.961,9.0,9.6,5.6,7.6,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,8.7,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,J,2019.0,Não,7.455557555555556,333.0,87.0,7.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,9.444444444444445,7.5,7.083333333333334,6.166666666666667,8.0,3.0,5.833333333333334,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,7.333333333333333,5.0,Fase 3 (7º e 8º ano),,,,1,1,0,1,2
1189,1190,11.0,1.0,0.0,8.100557333333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,9.6,6.875,8.0,6.875,6.777776666666665,10.0,2.0,M,Escola Pública,Veterano,Ametista,7.554,8.5,8.8,7.5,6.1,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,M,2019.0,Não,6.929611095238096,514.0,66.0,4.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,7.413690476190476,6.875,5.000000000000001,6.666666666666667,5.5,4.0,7.34375,Promovido de Fase,Mantido na Fase atual,Sim,0.0,6.166655,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,0
1190,1191,12.0,3.0,0.0,6.828125666666667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.5,4.375,3.333333333333333,7.65625,6.333335,10.0,3.0,A,Rede Decisão,Ingressante,Quartzo,4.615,7.5,2.5,4.4,1.9,7.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,4.2,10.0,Nível 3 (7o e 8o ano),0.0,4.0,F,2017.0,Sim,8.180903944444445,89.0,9.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.333333333333334,5.0,7.888888888888889,7.5,7.166666666666667,4.0,8.28125,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,0.0,8.2916725,10.0,Fase 4 (9º ano),,,,0,1,2,0,2
